id,date,start_time,sport,type,name,duration_s,elapsed_s,distance_m,tss,intensity_factor,np_w,avg_w,ftp_w,avg_pace_s_per_km,avg_pace_s_per_100m,decoupling_pct,efficiency_factor,intensity_class,source
i160220944,2026-05-30,2026-05-30T11:34:53,transition,Transition,Sieraków 2026 - Run,189,268,609.29,2.0,,,,,,,,,,intervals
i160220969,2026-05-30,2026-05-30T14:09:34,transition,Transition,Sieraków 2026 - Run,273,387,955.83,5.0,,,,,,,,,,intervals
i156937294,2026-06-13,2026-06-13T10:53:23,transition,Transition,Mietkow Multisport,147,207,405.44,1.0,,,,,,,,,,intervals
i156937299,2026-06-13,2026-06-13T12:12:03,transition,Transition,Mietkow Multisport,27,60,27.01,1.0,,,,,,,,,,intervals
