id,date,start_time,sport,type,name,duration_s,elapsed_s,distance_m,tss,intensity_factor,np_w,avg_w,ftp_w,avg_pace_s_per_km,avg_pace_s_per_100m,decoupling_pct,efficiency_factor,intensity_class,source
i160227062,2025-01-01,2025-01-01T17:17:28,weighttraining,WeightTraining,Strength Training,3108,3108,0.0,33.0,0.636,,,,,,,,,intervals
i160227044,2025-01-03,2025-01-03T14:13:11,weighttraining,WeightTraining,Functional Strength Training,7072,7072,0.0,43.0,0.476,,,,,,,,,intervals
i160227035,2025-01-08,2025-01-08T15:50:31,weighttraining,WeightTraining,Functional Strength Training,2487,2487,0.0,14.0,0.464,,,,,,,,,intervals
i160227011,2025-01-10,2025-01-10T16:04:56,weighttraining,WeightTraining,Strength Training,3584,3584,0.0,17.0,0.435,,,,,,,,,intervals
i160226987,2025-01-16,2025-01-16T15:23:28,weighttraining,WeightTraining,Functional Strength Training,1807,1807,0.0,4.0,0.295,,,,,,,,,intervals
i160226985,2025-01-17,2025-01-17T17:38:13,weighttraining,WeightTraining,Functional Strength Training,3345,3345,0.0,5.0,0.266,,,,,,,,,intervals
i160226974,2025-01-19,2025-01-19T18:55:44,weighttraining,WeightTraining,Functional Strength Training,2934,2934,0.0,13.0,0.414,,,,,,,,,intervals
i160226949,2025-01-23,2025-01-23T18:11:08,weighttraining,WeightTraining,Strength Training,3879,3879,0.0,26.0,0.523,,,,,,,,,intervals
i160226902,2025-01-26,2025-01-26T12:34:52,weighttraining,WeightTraining,Functional Strength Training,2430,2430,0.0,6.0,0.31,,,,,,,,,intervals
i160226901,2025-01-27,2025-01-27T14:36:32,weighttraining,WeightTraining,Strength Training,3361,3361,0.0,29.0,0.568,,,,,,,,,intervals
i160226880,2025-01-31,2025-01-31T15:29:13,weighttraining,WeightTraining,Functional Strength Training,2407,2407,0.0,6.0,0.305,,,,,,,,,intervals
i160226852,2025-02-03,2025-02-03T15:37:37,weighttraining,WeightTraining,Functional Strength Training,2462,2462,0.0,4.0,0.264,,,,,,,,,intervals
i160226844,2025-02-04,2025-02-04T14:42:15,weighttraining,WeightTraining,Strength Training,3719,3719,0.0,19.0,0.463,,,,,,,,,intervals
i160226842,2025-02-05,2025-02-05T15:41:11,weighttraining,WeightTraining,Functional Strength Training,2447,2447,0.0,12.0,0.454,,,,,,,,,intervals
i160226778,2025-02-12,2025-02-12T07:35:31,weighttraining,WeightTraining,Functional Strength Training,2012,2012,0.0,27.0,0.701,,,,,,,,,intervals
i160226723,2025-02-14,2025-02-14T16:37:34,weighttraining,WeightTraining,Strength Training,4082,4082,0.0,21.0,0.45,,,,,,,,,intervals
i160226654,2025-02-23,2025-02-23T12:25:22,weighttraining,WeightTraining,Strength Training,2129,2129,0.0,20.0,0.592,,,,,,,,,intervals
i160226603,2025-03-03,2025-03-03T14:17:06,weighttraining,WeightTraining,Functional Strength Training,2504,2504,0.0,5.0,0.27,,,,,,,,,intervals
i160226564,2025-03-06,2025-03-06T14:11:10,weighttraining,WeightTraining,Strength Training,3095,3095,0.0,26.0,0.568,,,,,,,,,intervals
i160226511,2025-03-13,2025-03-13T17:14:56,weighttraining,WeightTraining,Strength Training,4094,4094,0.0,18.0,0.407,,,,,,,,,intervals
i160226504,2025-03-15,2025-03-15T13:14:48,weighttraining,WeightTraining,Functional Strength Training,2230,2230,0.0,4.0,0.276,,,,,,,,,intervals
i160226497,2025-03-16,2025-03-16T09:05:03,weighttraining,WeightTraining,Strength Training,3105,3105,0.0,38.0,0.68,,,,,,,,,intervals
