id,date,start_time,sport,type,name,duration_s,elapsed_s,distance_m,tss,intensity_factor,np_w,avg_w,ftp_w,avg_pace_s_per_km,avg_pace_s_per_100m,decoupling_pct,efficiency_factor,intensity_class,source
i160225251,2025-06-25,2025-06-25T05:36:52,swim,Swim,Morning Swim,898,1131,1000.0,18.0,0.759,,,,,,,,,intervals
i160225213,2025-06-28,2025-06-28T14:32:39,swim,Swim,Afternoon Swim,1314,1316,889.98,0.0,,,,,,,,,,intervals
i160225197,2025-06-30,2025-06-30T16:00:42,swim,Swim,Afternoon Swim,1873,3280,2000.0,48.0,0.737,,,,,,,,,intervals
i160225176,2025-07-03,2025-07-03T17:02:33,swim,Swim,Afternoon Swim,1051,1928,1025.0,25.0,0.689,,,,,,,,,intervals
i160225136,2025-07-08,2025-07-08T12:46:26,swim,Swim,Lunch Swim,1857,2157,1900.0,33.0,0.743,,,,,,,,,intervals
i160225082,2025-07-17,2025-07-17T05:38:37,swim,Swim,Pool Swim,1030,1960,1125.0,16.0,0.542,,,,,,,,,intervals
i160225075,2025-07-17,2025-07-17T05:38:38,swim,Swim,Morning Swim,1966,1966,1125.0,30.0,0.741,,,,,,,,,intervals
i160225001,2025-07-22,2025-07-22T13:41:49,swim,Swim,Afternoon Swim,1314,2398,1350.0,34.0,0.715,,,,,,,,,intervals
i160224957,2025-07-25,2025-07-25T13:54:31,swim,Swim,Pool Swim,862,1759,1050.0,12.0,0.497,,,,,,,,,intervals
i160224954,2025-07-25,2025-07-25T13:54:32,swim,Swim,Afternoon Swim,1775,1775,1050.0,22.0,0.668,,,,,,,,,intervals
i160224941,2025-07-26,2025-07-26T09:15:49,swim,Swim,Morning Swim,2983,2987,1902.93,3.0,0.19,,,,,,,,,intervals
i160224872,2025-07-30,2025-07-30T17:14:31,swim,Swim,Afternoon Swim,1321,2474,1300.0,28.0,0.652,,,,,,,,,intervals
i160224773,2025-08-07,2025-08-07T05:44:12,swim,Swim,Morning Swim,991,1817,1100.0,29.0,0.765,,,,,,,,,intervals
i160224673,2025-08-12,2025-08-12T10:12:29,swim,Swim,Morning Swim,2640,3618,2300.0,46.0,0.71,,,,,,,,,intervals
i160224629,2025-08-15,2025-08-15T08:01:31,swim,Swim,Morning Swim,832,3457,1650.0,14.0,0.535,,,,,,,,,intervals
i160224592,2025-08-16,2025-08-16T11:03:36,swim,Swim,Lunch Swim,1283,1312,1000.0,2.0,0.237,,,,,,,,,intervals
i160224538,2025-08-19,2025-08-19T11:24:29,swim,Swim,Pool Swim,2864,4352,3000.0,33.0,0.527,,,,,,,,,intervals
i160224536,2025-08-19,2025-08-19T11:24:30,swim,Swim,Lunch Swim,4358,4358,3000.0,64.0,0.746,,,,,,,,,intervals
i160224390,2025-08-26,2025-08-26T12:38:32,swim,Swim,Lunch Swim,3685,3690,3000.0,5.0,0.221,,,,,,,,,intervals
i160224377,2025-08-28,2025-08-28T15:07:41,swim,Swim,Afternoon Swim,3514,3514,3000.0,53.0,0.738,,,,,,,,,intervals
i160224230,2025-09-11,2025-09-11T06:09:25,swim,Swim,Morning Swim,1616,2713,1500.0,29.0,0.671,,,,,,,,,intervals
i160224204,2025-09-15,2025-09-15T14:14:16,swim,Swim,Afternoon Swim,1694,2398,1525.0,22.0,0.575,,,,,,,,,intervals
i160224171,2025-09-17,2025-09-17T13:25:10,swim,Swim,Afternoon Swim,1665,2167,1500.0,24.0,0.632,,,,,,,,,intervals
i160224144,2025-09-22,2025-09-22T14:54:34,swim,Swim,Afternoon Swim,1672,2327,1600.0,25.0,0.622,,,,,,,,,intervals
i160224114,2025-09-24,2025-09-24T14:25:44,swim,Swim,Afternoon Swim,1591,2109,1500.0,23.0,0.627,,,,,,,,,intervals
i160223985,2025-10-13,2025-10-13T15:12:47,swim,Swim,Afternoon Swim,1602,2443,1500.0,22.0,0.569,,,,,,,,,intervals
i160223958,2025-10-16,2025-10-16T14:55:44,swim,Swim,Afternoon Swim,2177,3688,1975.0,30.0,0.544,,,,,,,,,intervals
i160223935,2025-10-20,2025-10-20T10:48:00,swim,Swim,Morning Swim,1821,2551,1575.0,25.0,0.594,,,,,,,,,intervals
i160223890,2025-10-23,2025-10-23T06:21:02,swim,Swim,Morning Swim,1252,2309,1200.0,16.0,0.5,,,,,,,,,intervals
i160223823,2025-10-29,2025-10-29T06:09:36,swim,Swim,Morning Swim,1675,2519,1500.0,25.0,0.598,,,,,,,,,intervals
i160223775,2025-11-03,2025-11-03T15:23:40,swim,Swim,Afternoon Swim,1558,2375,1525.0,27.0,0.64,,,,,,,,,intervals
i160223687,2025-11-13,2025-11-13T06:16:37,swim,Swim,Morning Swim,1707,2544,1525.0,23.0,0.571,,,,,,,,,intervals
i160223648,2025-11-17,2025-11-17T15:04:11,swim,Swim,Afternoon Swim,1759,2667,1600.0,22.0,0.545,,,,,,,,,intervals
i160223620,2025-11-19,2025-11-19T06:21:28,swim,Swim,Morning Swim,1640,2348,1400.0,18.0,0.525,,,,,,,,,intervals
i160223588,2025-11-24,2025-11-24T14:34:33,swim,Swim,Afternoon Swim,1498,2533,1500.0,21.0,0.546,,,,,,,,,intervals
i160223572,2025-11-26,2025-11-26T06:16:29,swim,Swim,Morning Swim,1745,2647,1525.0,23.0,0.559,,,,,,,,,intervals
i160223505,2025-12-03,2025-12-03T12:05:07,swim,Swim,Lunch Swim,1659,3065,1500.0,21.0,0.497,,,,,,,,,intervals
i160223484,2025-12-04,2025-12-04T15:08:24,swim,Swim,Afternoon Swim,2228,3622,2000.0,25.0,0.499,,,,,,,,,intervals
i160223453,2025-12-08,2025-12-08T14:20:03,swim,Swim,Afternoon Swim,1820,2456,1500.0,21.0,0.555,,,,,,,,,intervals
i160223418,2025-12-15,2025-12-15T14:24:24,swim,Swim,Afternoon Swim,1935,2366,1600.0,17.0,0.509,,,,,,,,,intervals
i160223385,2025-12-17,2025-12-17T06:19:39,swim,Swim,Morning Swim,1831,2456,1700.0,29.0,0.652,,,,,,,,,intervals
i160223300,2025-12-23,2025-12-23T12:58:16,swim,Swim,Lunch Swim,1650,2129,1500.0,20.0,0.582,,,,,,,,,intervals
i160223197,2025-12-30,2025-12-30T14:10:18,swim,Swim,Afternoon Swim,2196,3014,2000.0,29.0,0.589,,,,,,,,,intervals
