id,date,start_time,sport,type,name,duration_s,elapsed_s,distance_m,tss,intensity_factor,np_w,avg_w,ftp_w,avg_pace_s_per_km,avg_pace_s_per_100m,decoupling_pct,efficiency_factor,intensity_class,source
i160227008,2025-01-11,2025-01-11T13:02:21,yoga,Yoga,Yoga,2018,2018,0.0,6.0,0.331,,,,,,,,,intervals
i160226989,2025-01-14,2025-01-14T17:25:52,yoga,Yoga,Yoga,1845,1845,0.0,5.0,0.323,,,,,,,,,intervals
i160226983,2025-01-18,2025-01-18T10:09:59,yoga,Yoga,Yoga,1820,1820,0.0,4.0,0.297,,,,,,,,,intervals
i160226803,2025-02-10,2025-02-10T18:01:03,yoga,Yoga,Yoga,1513,1513,0.0,4.0,0.342,,,,,,,,,intervals
i160226689,2025-02-19,2025-02-19T16:49:24,yoga,Yoga,Yoga,1862,1862,0.0,12.0,0.501,,,,,,,,,intervals
i160226677,2025-02-21,2025-02-21T16:43:40,yoga,Yoga,Yoga,2537,2537,0.0,3.0,0.221,,,,,,,,,intervals
i160226449,2025-03-26,2025-03-26T13:23:55,yoga,Yoga,Yoga,2038,2038,0.0,7.0,0.377,,,,,,,,,intervals
i160226363,2025-04-07,2025-04-07T16:43:24,yoga,Yoga,Yoga,1890,1890,0.0,4.0,0.304,,,,,,,,,intervals
i160226231,2025-04-14,2025-04-14T18:10:44,yoga,Yoga,Yoga,1874,1874,0.0,5.0,0.32,,,,,,,,,intervals
i160225995,2025-04-30,2025-04-30T15:48:40,yoga,Yoga,Yoga,1833,1833,0.0,4.0,0.305,,,,,,,,,intervals
i160225891,2025-05-05,2025-05-05T15:20:53,yoga,Yoga,Yoga,2106,2106,0.0,5.0,0.329,,,,,,,,,intervals
i160225803,2025-05-12,2025-05-12T15:06:47,yoga,Yoga,Yoga,1875,1875,0.0,3.0,0.249,,,,,,,,,intervals
i160225649,2025-05-22,2025-05-22T09:04:54,yoga,Yoga,Yoga,1913,1913,0.0,6.0,0.344,,,,,,,,,intervals
i160225528,2025-06-03,2025-06-03T17:06:55,yoga,Yoga,Yoga,1809,1809,0.0,6.0,0.354,,,,,,,,,intervals
i160225468,2025-06-07,2025-06-07T08:20:03,yoga,Yoga,Yoga,1832,1832,0.0,4.0,0.298,,,,,,,,,intervals
i160225434,2025-06-10,2025-06-10T10:49:09,yoga,Yoga,Yoga,2120,2120,0.0,4.0,0.299,,,,,,,,,intervals
i160225374,2025-06-13,2025-06-13T15:10:43,yoga,Yoga,Yoga,1845,1845,0.0,4.0,0.297,,,,,,,,,intervals
i160225350,2025-06-16,2025-06-16T14:55:19,yoga,Yoga,Afternoon Yoga,2076,2076,0.0,3.0,0.273,,,,,,,,,intervals
i160225271,2025-06-22,2025-06-22T13:49:50,yoga,Yoga,Afternoon Yoga,1852,1852,0.0,6.0,0.349,,,,,,,,,intervals
i160225202,2025-06-29,2025-06-29T17:55:50,yoga,Yoga,Afternoon Yoga,2482,2482,0.0,6.0,0.306,,,,,,,,,intervals
i160225178,2025-07-02,2025-07-02T17:22:45,yoga,Yoga,Afternoon Yoga,1911,1911,0.0,4.0,0.285,,,,,,,,,intervals
i160225161,2025-07-05,2025-07-05T15:39:31,yoga,Yoga,Afternoon Yoga,2059,2575,0.0,4.0,0.257,,,,,,,,,intervals
i160225158,2025-07-06,2025-07-06T13:00:55,yoga,Yoga,Afternoon Yoga,2752,2752,0.0,5.0,0.262,,,,,,,,,intervals
i160225120,2025-07-10,2025-07-10T15:58:45,yoga,Yoga,Afternoon Yoga,2774,2774,0.0,5.0,0.267,,,,,,,,,intervals
i160225116,2025-07-14,2025-07-14T14:32:00,yoga,Yoga,Afternoon Yoga,2588,2588,0.0,4.0,0.265,,,,,,,,,intervals
i160225086,2025-07-16,2025-07-16T15:42:25,yoga,Yoga,Afternoon Yoga,2046,2046,0.0,3.0,0.267,,,,,,,,,intervals
i160225016,2025-07-20,2025-07-20T11:22:28,yoga,Yoga,Lunch Yoga,2760,2760,0.0,9.0,0.361,,,,,,,,,intervals
i160224966,2025-07-24,2025-07-24T17:43:42,yoga,Yoga,Afternoon Yoga,1811,1811,0.0,5.0,0.319,,,,,,,,,intervals
i160224916,2025-07-28,2025-07-28T15:01:03,yoga,Yoga,Afternoon Yoga,2384,2384,0.0,3.0,0.25,,,,,,,,,intervals
i160224771,2025-08-07,2025-08-07T15:45:14,yoga,Yoga,Afternoon Yoga,2544,2544,0.0,5.0,0.288,,,,,,,,,intervals
i160224702,2025-08-10,2025-08-10T15:24:23,yoga,Yoga,Afternoon Yoga,1895,1895,0.0,6.0,0.364,,,,,,,,,intervals
i160224668,2025-08-12,2025-08-12T17:41:04,yoga,Yoga,Afternoon Yoga,1924,1924,0.0,4.0,0.295,,,,,,,,,intervals
i160224594,2025-08-16,2025-08-16T09:10:39,yoga,Yoga,Morning Yoga,1805,1805,0.0,5.0,0.33,,,,,,,,,intervals
i160224554,2025-08-18,2025-08-18T14:51:19,yoga,Yoga,Afternoon Yoga,2204,2204,0.0,3.0,0.266,,,,,,,,,intervals
i160224408,2025-08-25,2025-08-25T15:38:42,yoga,Yoga,Afternoon Yoga,2434,2434,0.0,3.0,0.245,,,,,,,,,intervals
i160224375,2025-08-29,2025-08-29T16:10:13,yoga,Yoga,Afternoon Yoga,1890,1890,0.0,2.0,0.221,,,,,,,,,intervals
