id,date,start_time,sport,type,name,duration_s,elapsed_s,distance_m,tss,intensity_factor,np_w,avg_w,ftp_w,avg_pace_s_per_km,avg_pace_s_per_100m,decoupling_pct,efficiency_factor,intensity_class,source
i160223481,2025-12-04,2025-12-04T17:53:59,bike,Ride,Afternoon Ride,3120,3157,33447.34,46.0,0.725,203.0,,280.0,,,14.70202,,,intervals
i160223471,2025-12-06,2025-12-06T09:07:56,bike,Ride,Morning Ride,6404,6408,71778.07,41.0,0.482,135.0,,280.0,,,-1.0793747,,,intervals
i160223429,2025-12-10,2025-12-10T16:44:28,bike,Ride,Afternoon Ride,3666,3813,40599.22,30.0,0.546,153.0,,280.0,,,2.6128771,,,intervals
i160223388,2025-12-16,2025-12-16T13:40:22,bike,Ride,Afternoon Ride,3634,3634,40493.3,29.0,0.536,150.0,,280.0,,,-0.37428474,,,intervals
i160223380,2025-12-17,2025-12-17T15:30:36,bike,Ride,Afternoon Ride,3020,3020,33230.01,48.0,0.754,211.0,,280.0,,,8.204432,,,intervals
i160223365,2025-12-18,2025-12-18T15:05:48,bike,Ride,Afternoon Ride,3617,3617,40587.48,28.0,0.525,147.0,,280.0,,,0.5056909,,,intervals
i160223333,2025-12-20,2025-12-20T09:49:03,bike,Ride,Morning Ride,3006,3050,34374.01,22.0,0.518,145.0,,280.0,,,1.7444854,,,intervals
i160223309,2025-12-22,2025-12-22T14:22:29,bike,Ride,Afternoon Ride,7212,7793,80908.4,56.0,0.529,148.0,,280.0,,,4.143252,,,intervals
i160223298,2025-12-23,2025-12-23T17:36:43,bike,Ride,Afternoon Ride,1837,2244,20537.67,26.0,0.714,200.0,,280.0,,,7.711294,,,intervals
i160223232,2025-12-29,2025-12-29T08:48:44,bike,Ride,Morning Ride,3007,3007,35906.4,25.0,0.55,154.0,,280.0,,,5.899782,,,intervals
i160223192,2025-12-31,2025-12-31T10:09:30,bike,Ride,Morning Ride,3612,3650,43149.75,31.0,0.557,156.0,,280.0,,,3.531238,,,intervals
