id,date,start_time,sport,type,name,duration_s,elapsed_s,distance_m,tss,intensity_factor,np_w,avg_w,ftp_w,avg_pace_s_per_km,avg_pace_s_per_100m,decoupling_pct,efficiency_factor,intensity_class,source
i160229204,2024-03-09,2024-03-09T15:06:59,workout,Workout,Cross Training,3658,3659,2441.9,46.0,0.673,,,,,,,,,intervals
i160229187,2024-03-12,2024-03-12T15:51:12,workout,Workout,Cross Training,2887,2888,1087.79,36.0,0.67,,,,,,,,,intervals
i160229183,2024-03-13,2024-03-13T17:15:40,workout,Workout,Cross Training,2492,2493,881.06,29.0,0.647,,,,,,,,,intervals
i160229169,2024-03-15,2024-03-15T05:21:34,workout,Workout,Cross Training,3837,3838,1418.03,39.0,0.605,,,,,,,,,intervals
i160229165,2024-03-16,2024-03-16T16:23:48,workout,Workout,Cardio Dance,2416,2416,0.0,31.0,0.684,,,,,,,,,intervals
i160229162,2024-03-18,2024-03-18T17:42:33,workout,Workout,Cross Training,5067,5068,1589.55,59.0,0.647,,,,,,,,,intervals
i160229157,2024-03-19,2024-03-19T15:07:13,workout,Workout,Cardio Dance,1832,1832,0.0,12.0,0.497,,,,,,,,,intervals
i160229154,2024-03-20,2024-03-20T17:06:54,workout,Workout,Cross Training,3980,3981,1281.08,47.0,0.652,,,,,,,,,intervals
i160229066,2024-03-27,2024-03-27T16:04:20,workout,Workout,Cross Training,3073,3074,726.14,44.0,0.718,,,,,,,,,intervals
i160229052,2024-03-30,2024-03-30T07:45:35,workout,Workout,Cross Training,3296,3297,584.88,22.0,0.49,,,,,,,,,intervals
i160229051,2024-04-01,2024-04-01T08:13:29,workout,Workout,Cross Training,3516,3566,883.11,33.0,0.581,,,,,,,,,intervals
i160229048,2024-04-02,2024-04-02T12:42:46,workout,Workout,Cross Training,2517,2518,732.39,19.0,0.521,,,,,,,,,intervals
i160229043,2024-04-03,2024-04-03T15:46:05,workout,Workout,Cross Training,3090,3091,989.59,44.0,0.716,,,,,,,,,intervals
i160229029,2024-04-05,2024-04-05T05:39:19,workout,Workout,Cross Training,5040,5041,1837.87,49.0,0.592,,,,,,,,,intervals
i160229004,2024-04-08,2024-04-08T14:10:20,workout,Workout,Cross Training,2611,2612,443.13,22.0,0.551,,,,,,,,,intervals
i160229003,2024-04-09,2024-04-09T15:09:08,workout,Workout,Other,6387,7452,0.0,17.0,0.344,,,,,,,,,intervals
i160229002,2024-04-10,2024-04-10T15:40:58,workout,Workout,Cross Training,3134,3135,1528.45,40.0,0.678,,,,,,,,,intervals
i160228996,2024-04-12,2024-04-12T15:54:04,workout,Workout,Cross Training,3275,3276,978.12,38.0,0.646,,,,,,,,,intervals
i160228990,2024-04-15,2024-04-15T14:03:51,workout,Workout,Cross Training,2698,2699,1203.83,29.0,0.622,,,,,,,,,intervals
i160228986,2024-04-16,2024-04-16T17:07:35,workout,Workout,Cardio Dance,2810,2810,0.0,10.0,0.38,,,,,,,,,intervals
i160228975,2024-04-17,2024-04-17T17:34:26,workout,Workout,Cross Training,2676,2677,656.93,16.0,0.464,,,,,,,,,intervals
i160228944,2024-04-20,2024-04-20T14:02:48,workout,Workout,Cardio Dance,4788,4788,0.0,12.0,0.311,,,,,,,,,intervals
i160228937,2024-04-22,2024-04-22T15:24:59,workout,Workout,Cross Training,3860,3861,2859.06,67.0,0.79,,,,,,,,,intervals
i160228924,2024-04-23,2024-04-23T16:23:22,workout,Workout,Cardio Dance,2532,2532,0.0,38.0,0.74,,,,,,,,,intervals
i160228921,2024-04-24,2024-04-24T17:41:35,workout,Workout,Cross Training,3101,3102,981.11,35.0,0.637,,,,,,,,,intervals
i160228907,2024-04-26,2024-04-26T19:03:41,workout,Workout,Cross Training,3817,3818,744.04,22.0,0.456,,,,,,,,,intervals
i160228887,2024-04-29,2024-04-29T15:34:05,workout,Workout,Cross Training,3482,3483,2719.29,54.0,0.747,,,,,,,,,intervals
i160228886,2024-04-30,2024-04-30T16:08:47,workout,Workout,Cardio Dance,2796,2796,0.0,24.0,0.556,,,,,,,,,intervals
i160228884,2024-05-01,2024-05-01T08:18:04,workout,Workout,Cross Training,4111,4112,1599.81,54.0,0.688,,,,,,,,,intervals
i160228869,2024-05-03,2024-05-03T11:04:08,workout,Workout,Cross Training,3751,3752,919.11,25.0,0.49,,,,,,,,,intervals
i160228864,2024-05-04,2024-05-04T17:14:04,workout,Workout,Cross Training,3203,3204,718.54,29.0,0.571,,,,,,,,,intervals
i160228862,2024-05-05,2024-05-05T10:08:28,workout,Workout,Cross Training,3441,3442,1350.97,24.0,0.501,,,,,,,,,intervals
i160228858,2024-05-07,2024-05-07T17:08:06,workout,Workout,Cardio Dance,2786,2786,0.0,19.0,0.499,,,,,,,,,intervals
i160228856,2024-05-08,2024-05-08T17:54:53,workout,Workout,Cross Training,2729,2730,1181.6,31.0,0.639,,,,,,,,,intervals
i160228826,2024-05-11,2024-05-11T15:12:06,workout,Workout,Cross Training,3447,3448,2058.24,52.0,0.737,,,,,,,,,intervals
i160228824,2024-05-13,2024-05-13T14:32:35,workout,Workout,Cross Training,2509,2510,2395.09,44.0,0.795,,,,,,,,,intervals
i160228819,2024-05-14,2024-05-14T16:41:30,workout,Workout,Cardio Dance,3050,3050,0.0,14.0,0.41,,,,,,,,,intervals
i160228818,2024-05-15,2024-05-15T16:05:49,workout,Workout,Cross Training,2772,2773,1181.61,23.0,0.547,,,,,,,,,intervals
i160228815,2024-05-16,2024-05-16T17:23:26,workout,Workout,Cross Training,3821,3822,3075.21,69.0,0.806,,,,,,,,,intervals
i160228811,2024-05-17,2024-05-17T14:09:30,workout,Workout,Cross Training,2687,2688,1078.98,35.0,0.685,,,,,,,,,intervals
i160228798,2024-05-18,2024-05-18T10:09:32,workout,Workout,Cross Training,4105,4106,1602.03,69.0,0.778,,,,,,,,,intervals
i160228793,2024-05-20,2024-05-20T14:39:49,workout,Workout,Cross Training,3147,3148,3346.65,49.0,0.749,,,,,,,,,intervals
i160228791,2024-05-21,2024-05-21T16:44:56,workout,Workout,Cardio Dance,2916,2916,0.0,11.0,0.377,,,,,,,,,intervals
i160228778,2024-05-22,2024-05-22T15:52:25,workout,Workout,Cross Training,2780,2781,854.19,29.0,0.613,,,,,,,,,intervals
i160228771,2024-05-23,2024-05-23T17:05:34,workout,Workout,Cross Training,2799,2800,1102.4,18.0,0.481,,,,,,,,,intervals
i160228769,2024-05-24,2024-05-24T05:41:29,workout,Workout,Cross Training,4850,4851,1222.12,49.0,0.603,,,,,,,,,intervals
i160228735,2024-05-25,2024-05-25T10:02:47,workout,Workout,Cross Training,4485,4486,1813.47,61.0,0.7,,,,,,,,,intervals
i160228729,2024-05-27,2024-05-27T17:21:46,workout,Workout,Cross Training,3338,3339,2769.51,45.0,0.697,,,,,,,,,intervals
i160228723,2024-05-28,2024-05-28T17:00:29,workout,Workout,Cardio Dance,2658,2658,0.0,15.0,0.461,,,,,,,,,intervals
i160228708,2024-05-31,2024-05-31T08:20:27,workout,Workout,Cross Training,3448,3449,779.53,39.0,0.638,,,,,,,,,intervals
i160228691,2024-06-01,2024-06-01T13:08:52,workout,Workout,Cross Training,3862,3863,1583.55,59.0,0.742,,,,,,,,,intervals
i160228687,2024-06-02,2024-06-02T16:24:13,workout,Workout,Cardio Dance,4157,4157,0.0,34.0,0.554,,,,,,,,,intervals
i160228683,2024-06-03,2024-06-03T09:38:11,workout,Workout,Cross Training,2795,2796,2691.18,47.0,0.778,,,,,,,,,intervals
i160228665,2024-06-06,2024-06-06T15:47:07,workout,Workout,Cross Training,3286,3287,1708.83,36.0,0.628,,,,,,,,,intervals
i160228636,2024-06-10,2024-06-10T14:45:36,workout,Workout,Cross Training,3810,3811,915.07,18.0,0.412,,,,,,,,,intervals
i160228629,2024-06-11,2024-06-11T15:55:55,workout,Workout,Cardio Dance,3243,3243,0.0,15.0,0.416,,,,,,,,,intervals
i160228621,2024-06-12,2024-06-12T17:13:20,workout,Workout,Cross Training,3363,3364,2953.63,42.0,0.671,,,,,,,,,intervals
i160228609,2024-06-14,2024-06-14T05:41:34,workout,Workout,Cross Training,5338,5339,2411.07,64.0,0.657,,,,,,,,,intervals
i160228605,2024-06-15,2024-06-15T09:34:04,workout,Workout,Cross Training,3922,3923,1315.49,55.0,0.711,,,,,,,,,intervals
i160228596,2024-06-17,2024-06-17T14:41:12,workout,Workout,Cross Training,3598,3599,2945.43,57.0,0.755,,,,,,,,,intervals
i160228585,2024-06-19,2024-06-19T16:15:10,workout,Workout,Cross Training,2780,2781,698.67,25.0,0.569,,,,,,,,,intervals
i160228581,2024-06-21,2024-06-21T05:53:52,workout,Workout,Cross Training,4117,4149,1628.8,41.0,0.599,,,,,,,,,intervals
i160228561,2024-06-24,2024-06-24T14:23:45,workout,Workout,Cross Training,3365,3366,2429.68,39.0,0.646,,,,,,,,,intervals
i160228553,2024-06-26,2024-06-26T15:24:18,workout,Workout,Cross Training,2964,2965,1425.12,32.0,0.623,,,,,,,,,intervals
i160228538,2024-06-28,2024-06-28T05:31:25,workout,Workout,Cross Training,5231,5232,2354.99,47.0,0.569,,,,,,,,,intervals
i160228532,2024-06-28,2024-06-28T16:47:22,workout,Workout,Volleyball,1624,1625,760.35,10.0,0.471,,,,,,,,,intervals
i160228473,2024-07-01,2024-07-01T14:29:47,workout,Workout,Cross Training,3108,3109,1353.74,28.0,0.569,,,,,,,,,intervals
i160228469,2024-07-02,2024-07-02T16:44:21,workout,Workout,Cardio Dance,2995,2995,0.0,14.0,0.414,,,,,,,,,intervals
i160228459,2024-07-03,2024-07-03T16:31:07,workout,Workout,Cross Training,3466,3467,2730.3,40.0,0.645,,,,,,,,,intervals
i160228455,2024-07-04,2024-07-04T16:40:18,workout,Workout,Core Training,3024,3024,0.0,23.0,0.543,,,,,,,,,intervals
i160228432,2024-07-06,2024-07-06T08:20:47,workout,Workout,Cross Training,2958,2959,1226.33,41.0,0.706,,,,,,,,,intervals
i160228425,2024-07-08,2024-07-08T16:01:33,workout,Workout,Cross Training,2905,2906,1469.78,29.0,0.599,,,,,,,,,intervals
i160228408,2024-07-10,2024-07-10T15:41:44,workout,Workout,Cross Training,3205,3206,2676.67,39.0,0.662,,,,,,,,,intervals
i160228407,2024-07-11,2024-07-11T16:17:13,workout,Workout,Cardio Dance,2736,2736,0.0,11.0,0.383,,,,,,,,,intervals
i160228404,2024-07-12,2024-07-12T06:10:48,workout,Workout,Cross Training,3408,3409,1003.19,35.0,0.608,,,,,,,,,intervals
i160228369,2024-07-15,2024-07-15T15:45:26,workout,Workout,Cross Training,2743,2744,624.07,15.0,0.444,,,,,,,,,intervals
i160228366,2024-07-16,2024-07-16T16:40:51,workout,Workout,Cardio Dance,2700,2700,0.0,14.0,0.441,,,,,,,,,intervals
i160228357,2024-07-17,2024-07-17T16:57:53,workout,Workout,Cross Training,3381,3382,3238.23,54.0,0.758,,,,,,,,,intervals
i160228355,2024-07-18,2024-07-18T05:30:14,workout,Workout,Cross Training,5700,5701,1400.9,38.0,0.49,,,,,,,,,intervals
i160228349,2024-07-20,2024-07-20T13:18:09,workout,Workout,Cross Training,2999,3000,1035.36,28.0,0.58,,,,,,,,,intervals
i160228326,2024-07-23,2024-07-23T05:26:42,workout,Workout,Cross Training,2874,2875,842.97,33.0,0.643,,,,,,,,,intervals
i160228255,2024-07-27,2024-07-27T10:10:00,workout,Workout,Cross Training,2232,2233,958.38,34.0,0.741,,,,,,,,,intervals
i160228244,2024-07-29,2024-07-29T15:33:57,workout,Workout,Cross Training,2667,2668,1161.36,36.0,0.697,,,,,,,,,intervals
i160228233,2024-07-31,2024-07-31T17:27:01,workout,Workout,Cross Training,3353,3354,2903.51,53.0,0.754,,,,,,,,,intervals
i160228216,2024-08-02,2024-08-02T05:52:02,workout,Workout,Cross Training,5390,5391,1968.79,62.0,0.644,,,,,,,,,intervals
i160228183,2024-08-04,2024-08-04T12:51:50,workout,Workout,Badminton,3967,3968,1707.39,10.0,0.301,,,,,,,,,intervals
i160228180,2024-08-05,2024-08-05T14:56:52,workout,Workout,Cross Training,2791,2792,858.38,34.0,0.662,,,,,,,,,intervals
i160228174,2024-08-06,2024-08-06T16:47:13,workout,Workout,Cardio Dance,1812,1812,0.0,17.0,0.61,,,,,,,,,intervals
i160228171,2024-08-07,2024-08-07T15:23:26,workout,Workout,Cross Training,3474,3475,2925.87,50.0,0.72,,,,,,,,,intervals
i160228155,2024-08-09,2024-08-09T05:49:23,workout,Workout,Cross Training,4426,4427,1367.37,37.0,0.549,,,,,,,,,intervals
i160228151,2024-08-10,2024-08-10T10:44:41,workout,Workout,Cross Training,3372,3374,793.23,40.0,0.653,,,,,,,,,intervals
i160228148,2024-08-12,2024-08-12T14:55:41,workout,Workout,Cross Training,3046,3047,1106.47,28.0,0.575,,,,,,,,,intervals
i160228147,2024-08-12,2024-08-12T18:10:36,workout,Workout,Cardio Dance,5524,5524,0.0,27.0,0.423,,,,,,,,,intervals
i160228129,2024-08-14,2024-08-14T16:28:41,workout,Workout,Cross Training,3485,3486,3103.77,49.0,0.711,,,,,,,,,intervals
i160228122,2024-08-14,2024-08-14T20:01:15,workout,Workout,Volleyball,7140,7142,3222.97,41.0,0.455,,,,,,,,,intervals
i160228094,2024-08-17,2024-08-17T12:36:26,workout,Workout,Outdoor Skating,3210,3210,0.0,19.0,0.462,,,,,,,,,intervals
i160228089,2024-08-18,2024-08-18T18:19:25,workout,Workout,Badminton,5170,5171,2008.64,17.0,0.344,,,,,,,,,intervals
i160228082,2024-08-20,2024-08-20T16:58:48,workout,Workout,Cardio Dance,3157,3157,0.0,21.0,0.489,,,,,,,,,intervals
i160228079,2024-08-21,2024-08-21T16:33:09,workout,Workout,Cross Training,3589,3590,2415.64,42.0,0.649,,,,,,,,,intervals
i160228076,2024-08-22,2024-08-22T16:16:42,workout,Workout,Cross Training,3086,3087,1023.05,25.0,0.54,,,,,,,,,intervals
i160228073,2024-08-23,2024-08-23T05:39:44,workout,Workout,Cross Training,5094,5095,4265.68,65.0,0.678,,,,,,,,,intervals
i160228071,2024-08-23,2024-08-23T16:08:47,workout,Workout,Volleyball,3239,3240,1424.13,16.0,0.422,,,,,,,,,intervals
i160228065,2024-08-25,2024-08-25T12:30:26,workout,Workout,Badminton,4108,4110,1693.04,19.0,0.408,,,,,,,,,intervals
i160228058,2024-08-26,2024-08-26T15:08:32,workout,Workout,Cross Training,2555,2556,986.29,31.0,0.661,,,,,,,,,intervals
i160228030,2024-08-28,2024-08-28T16:15:14,workout,Workout,Cross Training,2354,2357,917.65,38.0,0.762,,,,,,,,,intervals
i160228029,2024-08-28,2024-08-28T17:13:57,workout,Workout,Cardio Dance,2549,2549,0.0,16.0,0.475,,,,,,,,,intervals
i160228018,2024-08-30,2024-08-30T05:54:50,workout,Workout,Cross Training,4152,4153,2601.1,52.0,0.671,,,,,,,,,intervals
i160228007,2024-09-02,2024-09-02T15:00:56,workout,Workout,Cross Training,3080,3081,1017.08,36.0,0.649,,,,,,,,,intervals
i160227999,2024-09-03,2024-09-03T16:43:04,workout,Workout,Cardio Dance,2772,2772,0.0,19.0,0.497,,,,,,,,,intervals
i160227993,2024-09-04,2024-09-04T16:34:47,workout,Workout,Cross Training,2927,2928,2574.07,43.0,0.727,,,,,,,,,intervals
i160227991,2024-09-04,2024-09-04T20:06:54,workout,Workout,Volleyball,7113,7114,3185.21,30.0,0.39,,,,,,,,,intervals
i160227986,2024-09-06,2024-09-06T05:56:45,workout,Workout,Cross Training,4018,4019,1609.64,47.0,0.649,,,,,,,,,intervals
i160227957,2024-09-10,2024-09-10T15:05:59,workout,Workout,Cross Training,2945,2946,1415.36,34.0,0.645,,,,,,,,,intervals
i160227941,2024-09-12,2024-09-12T16:13:55,workout,Workout,Cross Training,2386,2387,820.4,28.0,0.65,,,,,,,,,intervals
i160227902,2024-09-14,2024-09-14T13:06:33,workout,Workout,Cross Training,2757,2758,1081.77,41.0,0.732,,,,,,,,,intervals
i160227892,2024-09-16,2024-09-16T16:55:29,workout,Workout,Cross Training,3810,3811,1120.99,33.0,0.558,,,,,,,,,intervals
i160227888,2024-09-17,2024-09-17T16:26:35,workout,Workout,Cardio Dance,2640,2640,0.0,17.0,0.485,,,,,,,,,intervals
i160227879,2024-09-18,2024-09-18T14:52:27,workout,Workout,Cross Training,2089,2090,737.64,19.0,0.572,,,,,,,,,intervals
i160227875,2024-09-19,2024-09-19T06:01:06,workout,Workout,Cross Training,4743,4744,1622.49,57.0,0.658,,,,,,,,,intervals
i160227869,2024-09-21,2024-09-21T11:21:42,workout,Workout,Cross Training,2884,2885,1220.66,39.0,0.698,,,,,,,,,intervals
i160227854,2024-09-23,2024-09-23T15:08:29,workout,Workout,Cross Training,2580,2581,952.01,25.0,0.591,,,,,,,,,intervals
i160227817,2024-09-24,2024-09-24T17:08:58,workout,Workout,Cardio Dance,2398,2398,0.0,23.0,0.598,,,,,,,,,intervals
i160227806,2024-09-25,2024-09-25T20:06:17,workout,Workout,Volleyball,6373,6374,2983.53,31.0,0.418,,,,,,,,,intervals
i160227802,2024-09-27,2024-09-27T05:30:45,workout,Workout,Cross Training,5495,5496,3460.7,83.0,0.737,,,,,,,,,intervals
i160227739,2024-10-02,2024-10-02T16:31:40,workout,Workout,Cross Training,3486,3487,1192.64,45.0,0.682,,,,,,,,,intervals
i160227729,2024-10-03,2024-10-03T18:02:04,workout,Workout,Cross Training,2665,2666,798.38,20.0,0.52,,,,,,,,,intervals
i160227711,2024-10-06,2024-10-06T01:00:01,workout,Workout,Cardio Dance,5381,5381,0.0,2.0,,,,,,,,,,intervals
i160227689,2024-10-07,2024-10-07T05:40:31,workout,Workout,Cross Training,4793,4794,3077.13,29.0,0.467,,,,,,,,,intervals
i160227687,2024-10-08,2024-10-08T16:40:14,workout,Workout,Cardio Dance,2869,2869,0.0,12.0,0.421,,,,,,,,,intervals
i160227684,2024-10-09,2024-10-09T15:44:23,workout,Workout,Cross Training,2346,2347,1074.38,35.0,0.733,,,,,,,,,intervals
i160227670,2024-10-11,2024-10-11T06:06:44,workout,Workout,Cross Training,3374,3375,1621.53,36.0,0.62,,,,,,,,,intervals
i160227634,2024-10-14,2024-10-14T15:13:28,workout,Workout,Cross Training,2874,2875,901.13,25.0,0.56,,,,,,,,,intervals
i160227618,2024-10-17,2024-10-17T07:26:18,workout,Workout,Cross Training,2853,2854,877.8,34.0,0.655,,,,,,,,,intervals
i160227605,2024-10-20,2024-10-20T11:52:25,workout,Workout,Cross Training,3736,3737,1396.15,44.0,0.651,,,,,,,,,intervals
i160227602,2024-10-21,2024-10-21T15:09:00,workout,Workout,Cross Training,2666,2667,997.26,28.0,0.615,,,,,,,,,intervals
i160227597,2024-10-22,2024-10-22T16:38:18,workout,Workout,Cardio Dance,2862,2862,0.0,14.0,0.442,,,,,,,,,intervals
i160227591,2024-10-24,2024-10-24T06:01:15,workout,Workout,Cross Training,4302,4303,1582.85,54.0,0.672,,,,,,,,,intervals
i160227561,2024-10-27,2024-10-27T11:22:19,workout,Workout,Cross Training,2742,2743,824.18,28.0,0.606,,,,,,,,,intervals
i160227556,2024-10-29,2024-10-29T16:16:16,workout,Workout,Cardio Dance,2881,2881,0.0,12.0,0.411,,,,,,,,,intervals
i160227552,2024-10-30,2024-10-30T18:05:21,workout,Workout,Cross Training,2345,2346,796.35,32.0,0.701,,,,,,,,,intervals
i160227550,2024-10-31,2024-10-31T05:33:00,workout,Workout,Cross Training,5916,5917,3714.87,100.0,0.78,,,,,,,,,intervals
i160227518,2024-11-03,2024-11-03T01:30:07,workout,Workout,Cardio Dance,3380,3380,0.0,8.0,0.55,,,,,,,,,intervals
i160227497,2024-11-05,2024-11-05T16:51:19,workout,Workout,Cardio Dance,2792,2792,0.0,9.0,0.341,,,,,,,,,intervals
i160227491,2024-11-06,2024-11-06T15:46:19,workout,Workout,Cross Training,2075,2076,711.22,22.0,0.618,,,,,,,,,intervals
i160227483,2024-11-08,2024-11-08T06:06:00,workout,Workout,Cross Training,3307,3308,470.65,18.0,0.443,,,,,,,,,intervals
i160227416,2024-11-12,2024-11-12T13:06:02,workout,Workout,Cross Training,2509,2510,943.48,36.0,0.719,,,,,,,,,intervals
i160227413,2024-11-12,2024-11-12T16:22:02,workout,Workout,Cardio Dance,2811,2811,0.0,11.0,0.398,,,,,,,,,intervals
i160227399,2024-11-15,2024-11-15T17:07:23,workout,Workout,Cross Training,2451,2452,768.94,26.0,0.618,,,,,,,,,intervals
i160227389,2024-11-18,2024-11-18T15:42:17,workout,Workout,Cross Training,2771,2772,1100.71,35.0,0.674,,,,,,,,,intervals
i160227387,2024-11-19,2024-11-19T16:17:59,workout,Workout,Cardio Dance,2804,2804,0.0,17.0,0.486,,,,,,,,,intervals
i160227385,2024-11-20,2024-11-20T17:20:59,workout,Workout,Cross Training,2963,2964,2871.39,47.0,0.756,,,,,,,,,intervals
i160227380,2024-11-22,2024-11-22T06:05:06,workout,Workout,Cross Training,3496,3497,2072.32,47.0,0.696,,,,,,,,,intervals
i160227332,2024-11-26,2024-11-26T15:03:38,workout,Workout,Cardio Dance,2346,2346,0.0,22.0,0.643,,,,,,,,,intervals
i160227317,2024-11-27,2024-11-27T18:15:07,workout,Workout,Cross Training,2633,2634,1131.37,33.0,0.672,,,,,,,,,intervals
i160227313,2024-11-28,2024-11-28T16:45:13,workout,Workout,Cross Training,2435,2436,825.66,21.0,0.557,,,,,,,,,intervals
i160227312,2024-11-29,2024-11-29T06:00:09,workout,Workout,Cross Training,3562,3648,1075.6,48.0,0.697,,,,,,,,,intervals
i160227298,2024-12-01,2024-12-01T13:35:13,workout,Workout,Cardio Dance,5127,5127,0.0,19.0,0.372,,,,,,,,,intervals
i160227273,2024-12-03,2024-12-03T16:11:14,workout,Workout,Cardio Dance,2761,2761,0.0,18.0,0.544,,,,,,,,,intervals
