id,date,start_time,sport,type,name,duration_s,elapsed_s,distance_m,tss,intensity_factor,np_w,avg_w,ftp_w,avg_pace_s_per_km,avg_pace_s_per_100m,decoupling_pct,efficiency_factor,intensity_class,source
i160228909,2024-04-25,2024-04-25T05:45:58,run,Run,Outdoor Running,2136,2141,8031.22,58.0,0.988,,,,,,,,,intervals
i160228892,2024-04-27,2024-04-27T07:23:53,run,Run,Outdoor Running,5698,5740,21112.43,150.0,0.973,,,,,,,,,intervals
i160228874,2024-05-02,2024-05-02T07:53:31,run,Run,Indoor Running,2655,2658,9409.8,71.0,0.981,,,,,,,,,intervals
i160228846,2024-05-10,2024-05-10T06:00:57,run,Run,Outdoor Running,2300,2343,8031.77,56.0,0.928,,,,,,,,,intervals
i160228843,2024-05-11,2024-05-11T07:30:16,run,Run,Outdoor Running,1158,1163,4345.63,27.0,0.915,,,,,,,,,intervals
i160228828,2024-05-11,2024-05-11T08:27:24,run,Run,Outdoor Running,1199,1203,4282.34,18.0,0.734,,,,,,,,,intervals
i160228801,2024-05-18,2024-05-18T09:07:12,run,Run,Outdoor Running,1373,1406,5049.51,33.0,0.92,,,,,,,,,intervals
i160228747,2024-05-25,2024-05-25T08:31:08,run,Run,Outdoor Running,1175,1178,4545.96,30.0,0.958,,,,,,,,,intervals
i160228714,2024-05-29,2024-05-29T04:20:35,run,Run,Outdoor Running,2071,2074,8034.04,51.0,0.941,,,,,,,,,intervals
i160228699,2024-05-31,2024-05-31T09:44:42,run,Run,Outdoor Running,1962,2108,7002.01,47.0,0.914,,,,,,,,,intervals
i160228693,2024-05-31,2024-05-31T10:45:49,run,Run,Outdoor Running,801,805,2871.14,19.0,0.922,,,,,,,,,intervals
i160228668,2024-06-04,2024-06-04T08:20:05,run,Run,Outdoor Running,2371,2427,8023.73,51.0,0.877,,,,,,,,,intervals
i160228650,2024-06-08,2024-06-08T11:52:56,run,Run,Multisport,3605,3626,10845.37,95.0,0.971,,,,,,,,,intervals
i160228568,2024-06-22,2024-06-22T08:43:07,run,Run,10 km intervals,2685,2691,10021.79,72.0,0.982,,,,,,,,,intervals
i160228541,2024-06-27,2024-06-27T16:29:18,run,Run,Outdoor Running,2118,2121,8033.44,60.0,1.009,,,,,,,,,intervals
i160228489,2024-06-30,2024-06-30T09:33:26,run,Run,Outdoor Running,1395,1399,5022.63,38.0,0.989,,,,,,,,,intervals
i160228436,2024-07-05,2024-07-05T06:06:40,run,Run,Outdoor Running,2095,2097,7569.25,51.0,0.936,,,,,,,,,intervals
i160228394,2024-07-13,2024-07-13T07:07:18,run,Run,Outdoor Running,2713,2718,10027.15,70.0,0.963,,,,,,,,,intervals
i160228333,2024-07-22,2024-07-22T08:39:30,run,Run,Outdoor Running,2168,2173,8023.92,58.0,0.98,,,,,,,,,intervals
i160228282,2024-07-25,2024-07-25T09:51:20,run,Run,Outdoor Running,2203,2208,8033.29,54.0,0.939,,,,,,,,,intervals
i160228222,2024-08-01,2024-08-01T14:56:47,run,Run,Outdoor Running,2123,2127,8018.12,57.0,0.982,,,,,,,,,intervals
i160228189,2024-08-03,2024-08-03T07:20:25,run,Run,Outdoor Running,1682,1686,6011.65,36.0,0.877,,,,,,,,,intervals
i160228157,2024-08-08,2024-08-08T13:59:57,run,Run,10 km intervals,2657,2661,9982.63,75.0,1.007,,,,,,,,,intervals
i160228132,2024-08-13,2024-08-13T18:08:58,run,Run,Outdoor Running,2163,2166,8014.26,60.0,0.999,,,,,,,,,intervals
i160228108,2024-08-15,2024-08-15T08:04:30,run,Run,Outdoor Running,1781,1785,6020.73,43.0,0.932,,,,,,,,,intervals
i160228040,2024-08-27,2024-08-27T04:58:02,run,Run,10 km intervals,2715,2727,10030.26,64.0,0.919,,,,,,,,,intervals
i160227960,2024-09-09,2024-09-09T08:04:06,run,Run,Outdoor Running,2123,2127,8072.23,55.0,0.965,,,,,,,,,intervals
i160227917,2024-09-14,2024-09-14T11:01:22,run,Run,10 km intervals,2701,2721,10020.65,71.0,0.969,,,,,,,,,intervals
i160227856,2024-09-22,2024-09-22T10:51:26,run,Run,Outdoor Running,2159,2162,8047.77,57.0,0.974,,,,,,,,,intervals
i160227819,2024-09-24,2024-09-24T15:45:13,run,Run,Outdoor Running,1758,1763,6035.38,19.0,0.623,,,,,,,,,intervals
i160227779,2024-09-29,2024-09-29T07:55:41,run,Run,Multisport,2962,2966,10031.94,82.0,0.998,,,,,,,,,intervals
i160227746,2024-10-01,2024-10-01T05:42:40,run,Run,Outdoor Running,2238,2304,8015.84,54.0,0.926,,,,,,,,,intervals
i160227697,2024-10-06,2024-10-06T16:47:08,run,Run,Outdoor Running,1651,1655,6016.83,38.0,0.909,,,,,,,,,intervals
i160227665,2024-10-12,2024-10-12T11:37:19,run,Run,Outdoor Running,197,202,697.82,4.0,,,,,,,,,,intervals
i160227649,2024-10-12,2024-10-12T11:40:50,run,Run,10 km intervals,2316,2394,8503.1,61.0,0.968,,,,,,,,,intervals
i160227622,2024-10-16,2024-10-16T05:20:34,run,Run,Outdoor Running,2217,2221,8076.68,53.0,0.927,,,,,,,,,intervals
i160227593,2024-10-23,2024-10-23T16:15:00,run,Run,Indoor Running,2433,2877,7270.61,57.0,0.845,,,,,,,,,intervals
i160227564,2024-10-26,2024-10-26T10:29:51,run,Run,Outdoor Running,5761,5776,21110.81,148.0,0.961,,,,,,,,,intervals
i160227504,2024-11-05,2024-11-05T05:16:33,run,Run,Outdoor Running,2146,2148,8028.78,53.0,0.943,,,,,,,,,intervals
i160227435,2024-11-09,2024-11-09T15:09:49,run,Run,Outdoor Running,1646,1650,6028.13,32.0,0.836,,,,,,,,,intervals
i160227402,2024-11-14,2024-11-14T07:57:06,run,Run,Outdoor Running,2198,2936,8022.21,53.0,0.9,,,,,,,,,intervals
i160227343,2024-11-23,2024-11-23T07:03:36,run,Run,10 km intervals,2469,2472,9266.26,65.0,0.973,,,,,,,,,intervals
i160227278,2024-12-03,2024-12-03T05:20:08,run,Run,Outdoor Running,2174,2178,8109.42,53.0,0.936,,,,,,,,,intervals
i160227201,2024-12-14,2024-12-14T16:25:13,run,Run,Indoor Running,2504,2564,7528.17,61.0,0.926,,,,,,,,,intervals
i160227192,2024-12-17,2024-12-17T10:31:34,run,Run,Indoor Running,3206,3209,9413.27,84.0,0.971,,,,,,,,,intervals
i160227144,2024-12-22,2024-12-22T07:36:03,run,Run,Outdoor Running,2082,2086,8011.53,52.0,0.948,,,,,,,,,intervals
i160227098,2024-12-27,2024-12-27T09:11:48,run,Run,Outdoor Running,2224,2347,8022.0,51.0,0.894,,,,,,,,,intervals
