id,date,start_time,sport,type,name,duration_s,elapsed_s,distance_m,tss,intensity_factor,np_w,avg_w,ftp_w,avg_pace_s_per_km,avg_pace_s_per_100m,decoupling_pct,efficiency_factor,intensity_class,source
i160230896,2023-09-14,2023-09-14T08:38:27,run,Run,Outdoor Running,2550,2835,8572.54,60.0,0.919,,,,,,,,,intervals
i160230870,2023-09-16,2023-09-16T07:09:37,run,Run,Outdoor Running,1930,2001,6207.64,44.0,0.899,,,,,,,,,intervals
i160230843,2023-09-21,2023-09-21T16:32:08,run,Run,Outdoor Running,2453,2495,8501.28,66.0,0.976,,,,,,,,,intervals
i160230827,2023-09-23,2023-09-23T07:07:50,run,Run,Outdoor Running,1751,1811,6035.57,40.0,0.892,,,,,,,,,intervals
i160230761,2023-09-27,2023-09-27T18:11:27,run,Run,Outdoor Running,2219,2243,8109.61,52.0,0.914,,,,,,,,,intervals
i160230736,2023-09-30,2023-09-30T07:09:21,run,Run,Outdoor Running,2269,2289,7628.62,63.0,0.996,,,,,,,,,intervals
i160230699,2023-10-02,2023-10-02T18:01:05,run,Run,Outdoor Running,2252,2306,8340.89,62.0,0.994,,,,,,,,,intervals
i160230653,2023-10-07,2023-10-07T05:49:04,run,Run,Outdoor Running,1782,1786,6126.57,40.0,0.898,,,,,,,,,intervals
i160230637,2023-10-09,2023-10-09T12:02:23,run,Run,Outdoor Running,2156,2161,8060.35,51.0,0.922,,,,,,,,,intervals
i160230593,2023-10-12,2023-10-12T14:27:37,run,Run,Outdoor Running,1732,1735,6016.68,51.0,1.029,,,,,,,,,intervals
i160230553,2023-10-19,2023-10-19T14:56:44,run,Run,Outdoor Running,2316,2321,8560.23,64.0,0.997,,,,,,,,,intervals
i160230522,2023-10-21,2023-10-21T07:19:30,run,Run,Outdoor Running,1744,1783,6032.14,38.0,0.884,,,,,,,,,intervals
i160230481,2023-10-26,2023-10-26T15:07:23,run,Run,Outdoor Running,2713,2717,8768.55,61.0,0.899,,,,,,,,,intervals
i160230448,2023-10-28,2023-10-28T14:49:13,run,Run,Outdoor Running,1277,1280,5043.86,19.0,0.731,,,,,,,,,intervals
i160230422,2023-10-30,2023-10-30T07:35:59,run,Run,Outdoor Running,1660,1661,6297.77,39.0,0.92,,,,,,,,,intervals
i160230401,2023-10-31,2023-10-31T20:07:14,run,Run,Outdoor Running,1685,1689,6052.59,48.0,1.012,,,,,,,,,intervals
i160230360,2023-11-07,2023-11-07T07:50:46,run,Run,Indoor Running,2968,2972,8819.91,85.0,1.015,,,,,,,,,intervals
i160230322,2023-11-11,2023-11-11T07:38:46,run,Run,Outdoor Running,1397,1399,5077.57,38.0,0.989,,,,,,,,,intervals
i160230289,2023-11-15,2023-11-15T05:52:34,run,Run,Outdoor Running,2123,2127,8059.73,54.0,0.956,,,,,,,,,intervals
i160230236,2023-11-18,2023-11-18T08:37:08,run,Run,Outdoor Running,6153,6388,19190.55,159.0,0.96,,,,,,,,,intervals
i160230176,2023-11-22,2023-11-22T05:52:25,run,Run,Outdoor Running,2216,2219,8252.67,47.0,0.873,,,,,,,,,intervals
i160230106,2023-12-02,2023-12-02T08:01:14,run,Run,Outdoor Running,2358,2362,8532.41,54.0,0.907,,,,,,,,,intervals
i160230063,2023-12-06,2023-12-06T05:21:27,run,Run,Outdoor Running,2252,2255,8056.99,59.0,0.971,,,,,,,,,intervals
i160229995,2023-12-14,2023-12-14T14:18:18,run,Run,Outdoor Running,2170,2175,8025.45,61.0,1.005,,,,,,,,,intervals
i160229889,2023-12-23,2023-12-23T05:35:28,run,Run,Outdoor Running,2250,2253,8414.5,55.0,0.938,,,,,,,,,intervals
